              L,     Z,     P
4412,887.118,0.3922
4413,887.122,0.3722
4414,887.126,0.3522
4415,887.129,0.3322
4416,887.132,0.3122
4417,887.135,0.2922
4418,887.138,0.2722
4419,887.141,0.2522
4420,887.143,0.2322
4421,887.146,0.2122
4422,887.148,0.1922
4423,887.149,0.1722
4424,887.151,0.1522
4425,887.152,0.1322
4426,887.154,0.1122
4427,887.155,0.0922
4428,887.156,0.0722
4429,887.156,0.0522
4430,887.157,0.0322
4431,887.157,0.0122
4432,887.157,-0.0078
4433,887.157,-0.0278
4434,887.156,-0.0478
4435,887.156,-0.0678
4436,887.155,-0.0878
4437,887.154,-0.1078
4438,887.153,-0.1278
4439,887.151,-0.1478
4440,887.15,-0.1678
4441,887.148,-0.1878
4442,887.146,-0.2078
4443,887.144,-0.2278
4444,887.141,-0.2478
4445,887.139,-0.2678
4446,887.136,-0.2878
4447,887.133,-0.3078
4448,887.13,-0.3278
4449,887.127,-0.3478
4450,887.123,-0.3678
4451,887.119,-0.3878
4452,887.115,-0.4078
4453,887.111,-0.4278
4454,887.107,-0.4478
4455,887.102,-0.4678
4456,887.097,-0.4878
4457,887.092,-0.5078
4458,887.087,-0.5278
4459,887.082,-0.5478
4460,887.076,-0.5678
4461,887.07,-0.5878
4462,887.064,-0.6078
4463,887.058,-0.6278
4464,887.052,-0.6478
4465,887.045,-0.6678
4466,887.039,-0.6878
4467,887.032,-0.7078
4468,887.024,-0.7278
4469,887.017,-0.7478
4470,887.009,-0.7678
4471,887.002,-0.7878
4472,886.994,-0.8078
4473,886.985,-0.8278
4474,886.977,-0.8478
4475,886.969,-0.8678
4476,886.96,-0.8878
4477,886.951,-0.9078
4478,886.942,-0.9278
4479,886.932,-0.9478
4480,886.923,-0.9678
4481,886.913,-0.9878
4482,886.903,-1.0078
4483,886.893,-1.0278
4484,886.882,-1.0478
4485,886.872,-1.0678
4486,886.861,-1.0878
4487,886.85,-1.1078
4488,886.839,-1.1278
4489,886.827,-1.1478
4490,886.816,-1.1678
4491,886.804,-1.1878
4492,886.792,-1.2078
4493,886.78,-1.2278
4494,886.768,-1.2478
4495,886.755,-1.2678
4496,886.742,-1.2878
4497,886.729,-1.3078
4498,886.716,-1.3278
4499,886.703,-1.3478
4500,886.689,-1.3678
4501,886.675,-1.3878
4502,886.661,-1.4078
4503,886.647,-1.4278
4504,886.633,-1.4478
4505,886.618,-1.4678
4506,886.603,-1.4878
4506.206,886.6,-1.4919
4507,886.588,-1.4919
4508,886.574,-1.4919
4509,886.559,-1.4919
4510,886.544,-1.4919
4511,886.529,-1.4919
4512,886.514,-1.4919
4513,886.499,-1.4919
4514,886.484,-1.4919
4515,886.469,-1.4919
4516,886.454,-1.4919
4517,886.439,-1.4919
4518,886.424,-1.4919
4519,886.409,-1.4919
4520,886.395,-1.4919
4521,886.38,-1.4919
4522,886.365,-1.4919
4523,886.35,-1.4919
4524,886.335,-1.4919
4525,886.32,-1.4919
4526,886.305,-1.4919
4527,886.29,-1.4919
4528,886.275,-1.4919
4529,886.26,-1.4919
4530,886.245,-1.4919
4531,886.23,-1.4919
4532,886.216,-1.4919
4533,886.201,-1.4919
4534,886.186,-1.4919
4535,886.171,-1.4919
4536,886.156,-1.4919
4537,886.141,-1.4919
4538,886.126,-1.4919
4539,886.111,-1.4919
4540,886.096,-1.4919
4541,886.081,-1.4919
4542,886.066,-1.4919
4543,886.051,-1.4919
4544,886.036,-1.4919
4545,886.022,-1.4919
4546,886.007,-1.4919
4547,885.992,-1.4919
4548,885.977,-1.4919
4549,885.962,-1.4919
4550,885.947,-1.4919
4551,885.932,-1.4919
4552,885.917,-1.4919
4553,885.902,-1.4919
4554,885.887,-1.4919
4555,885.872,-1.4919
4556,885.857,-1.4919
4557,885.843,-1.4919
4558,885.828,-1.4919
4559,885.813,-1.4919
4560,885.798,-1.4919
4561,885.783,-1.4919
4562,885.768,-1.4919
4563,885.753,-1.4919
4564,885.738,-1.4919
4565,885.723,-1.4919
4566,885.708,-1.4919
4567,885.693,-1.4919
4568,885.678,-1.4919
4569,885.663,-1.4919
4570,885.649,-1.4919
4571,885.634,-1.4919
4572,885.619,-1.4919
4573,885.604,-1.4919
4574,885.589,-1.4919
4575,885.574,-1.4919
4576,885.559,-1.4919
4577,885.544,-1.4919
4578,885.529,-1.4919
4579,885.514,-1.4919
4580,885.499,-1.4919
4581,885.484,-1.4919
4582,885.47,-1.4919
4583,885.455,-1.4919
4584,885.44,-1.4919
4585,885.425,-1.4919
4586,885.41,-1.4919
4587,885.395,-1.4919
4588,885.38,-1.4919
4589,885.365,-1.4919
4590,885.35,-1.4919
4591,885.335,-1.4919
4592,885.32,-1.4919
4593,885.305,-1.4919
4594,885.29,-1.4919
4595,885.276,-1.4919
4596,885.261,-1.4919
4597,885.246,-1.4919
4598,885.231,-1.4919
4599,885.216,-1.4919
4600,885.201,-1.4919
4601,885.186,-1.4919
4602,885.171,-1.4919
4603,885.156,-1.4919
4604,885.141,-1.4919
4605,885.126,-1.4919
4606,885.111,-1.4919
4607,885.097,-1.4919
4608,885.082,-1.4919
4609,885.067,-1.4919
4610,885.052,-1.4919
4611,885.037,-1.4919
4612,885.022,-1.4919
4613,885.007,-1.4919
4614,884.992,-1.4919
4615,884.977,-1.4919
4616,884.962,-1.4919
4617,884.947,-1.4919
4617.011,884.947,-1.4919
4618,884.932,-1.4821
4619,884.918,-1.4721
4620,884.903,-1.4621
4621,884.888,-1.4521
4622,884.874,-1.4421
4623,884.86,-1.4321
4624,884.845,-1.4221
4625,884.831,-1.4121
4626,884.817,-1.4021
4627,884.803,-1.3921
4628,884.789,-1.3821
4629,884.776,-1.3721
4630,884.762,-1.3621
4631,884.748,-1.3521
4632,884.735,-1.3421
4633,884.721,-1.3321
4634,884.708,-1.3221
4635,884.695,-1.3121
4636,884.682,-1.3021
4637,884.669,-1.2921
4638,884.656,-1.2821
4639,884.643,-1.2721
4640,884.631,-1.2621
4641,884.618,-1.2521
4642,884.606,-1.2421
4643,884.593,-1.2321
4644,884.581,-1.2221
4645,884.569,-1.2121
4646,884.557,-1.2021
4647,884.545,-1.1921
4648,884.533,-1.1821
4649,884.521,-1.1721
4650,884.509,-1.1621
4651,884.498,-1.1521
4652,884.486,-1.1421
4653,884.475,-1.1321
4654,884.464,-1.1221
4655,884.453,-1.1121
4656,884.441,-1.1021
4657,884.431,-1.0921
4658,884.42,-1.0821
4659,884.409,-1.0721
4660,884.398,-1.0621
4661,884.388,-1.0521
4662,884.377,-1.0421
4663,884.367,-1.0321
4664,884.357,-1.0221
4665,884.346,-1.0121
4666,884.336,-1.0021
4667,884.326,-0.9921
4668,884.316,-0.9821
4669,884.307,-0.9721
4670,884.297,-0.9621
4671,884.287,-0.9521
4672,884.278,-0.9421
4673,884.269,-0.9321
4674,884.259,-0.9221
4675,884.25,-0.9121
4676,884.241,-0.9021
4677,884.232,-0.8921
4678,884.223,-0.8821
4679,884.214,-0.8721
4680,884.206,-0.8621
4681,884.197,-0.8521
4682,884.189,-0.8421
4683,884.18,-0.8321
4684,884.172,-0.8221
4685,884.164,-0.8121
4686,884.156,-0.8021
4687,884.148,-0.7921
4688,884.14,-0.7821
4689,884.132,-0.7721
4690,884.125,-0.7621
4691,884.117,-0.7521
4692,884.11,-0.7421
4693,884.102,-0.7321
4694,884.095,-0.7221
4695,884.088,-0.7121
4696,884.081,-0.7021
4697,884.074,-0.6921
4698,884.067,-0.6821
4699,884.06,-0.6721
4700,884.053,-0.6621
4701,884.047,-0.6521
4702,884.04,-0.6421
4703,884.034,-0.6321
4704,884.028,-0.6221
4705,884.022,-0.6121
4706,884.015,-0.6021
4707,884.009,-0.5921
4708,884.004,-0.5821
4709,883.998,-0.5721
4710,883.992,-0.5621
4711,883.987,-0.5521
4712,883.981,-0.5421
4713,883.976,-0.5321
4714,883.971,-0.5221
4715,883.965,-0.5121
4716,883.96,-0.5021
4717,883.955,-0.4921
4718,883.95,-0.4821
4719,883.946,-0.4721
4720,883.941,-0.4621
4721,883.936,-0.4521
4722,883.932,-0.4421
4723,883.928,-0.4321
4724,883.923,-0.4221
4725,883.919,-0.4121
4726,883.915,-0.4021
4727,883.911,-0.3921
4728,883.907,-0.3821
4729,883.903,-0.3721
4730,883.9,-0.3621
4731,883.896,-0.3521
4732,883.893,-0.3421
4733,883.889,-0.3321
4734,883.886,-0.3221
4735,883.883,-0.3121
4736,883.88,-0.3021
4737,883.877,-0.2921
4738,883.874,-0.2821
4739,883.871,-0.2721
4740,883.869,-0.2621
4741,883.866,-0.2521
4742,883.864,-0.2421
4743,883.861,-0.2321
4744,883.859,-0.2221
4745,883.857,-0.2121
4746,883.855,-0.2021
4747,883.853,-0.1921
4748,883.851,-0.1821
4749,883.849,-0.1721
4750,883.847,-0.1621
4751,883.846,-0.1521
4752,883.844,-0.1421
4753,883.843,-0.1321
4754,883.842,-0.1221
4755,883.841,-0.1121
4756,883.839,-0.1021
4757,883.838,-0.0921
4758,883.838,-0.0821
4759,883.837,-0.0721
4760,883.836,-0.0621
4761,883.836,-0.0521
4762,883.835,-0.0421
4763,883.835,-0.0321
4764,883.834,-0.0221
4765,883.834,-0.0121
4766,883.834,-0.0021
4767,883.834,0.0079
4768,883.834,0.0179
4769,883.835,0.0279
4770,883.835,0.0379
4771,883.835,0.0479
4772,883.836,0.0579
4773,883.837,0.0679
4774,883.837,0.0779
4775,883.838,0.0879
4776,883.839,0.0979
4777,883.84,0.1079
4778,883.841,0.1179
4779,883.842,0.1279
4780,883.844,0.1379
4781,883.845,0.1479
4782,883.847,0.1579
4783,883.848,0.1679
4784,883.85,0.1779
4785,883.852,0.1879
4786,883.854,0.1979
4787,883.856,0.2079
4788,883.858,0.2179
4789,883.86,0.2279
4790,883.863,0.2379
4791,883.865,0.2479
4792,883.867,0.2579
4793,883.87,0.2679
4794,883.873,0.2779
4795,883.876,0.2879
4796,883.879,0.2979
4797,883.882,0.3079
4798,883.885,0.3179
4799,883.888,0.3279
4800,883.891,0.3379
4801,883.895,0.3479
4802,883.898,0.3579
4803,883.902,0.3679
4804,883.906,0.3779
4805,883.909,0.3879
4806,883.913,0.3979
4806.989,883.917,0.4078
4807,883.917,0.4078
4808,883.922,0.4078
4809,883.926,0.4078
4810,883.93,0.4078
4811,883.934,0.4078
4812,883.938,0.4078
4813,883.942,0.4078
4814,883.946,0.4078
4815,883.95,0.4078
4816,883.954,0.4078
4817,883.958,0.4078
4818,883.962,0.4078
4819,883.966,0.4078
4820,883.97,0.4078
4821,883.975,0.4078
4822,883.979,0.4078
4823,883.983,0.4078
4824,883.987,0.4078
4825,883.991,0.4078
4826,883.995,0.4078
4827,883.999,0.4078
4828,884.003,0.4078
4829,884.007,0.4078
4830,884.011,0.4078
4831,884.015,0.4078
4832,884.019,0.4078
4833,884.023,0.4078
4834,884.028,0.4078
4835,884.032,0.4078
4836,884.036,0.4078
4837,884.04,0.4078
4838,884.044,0.4078
4839,884.048,0.4078
4840,884.052,0.4078
4841,884.056,0.4078
4842,884.06,0.4078
4843,884.064,0.4078
4844,884.068,0.4078
4845,884.072,0.4078
4846,884.076,0.4078
4847,884.081,0.4078
4848,884.085,0.4078
4849,884.089,0.4078
4850,884.093,0.4078
4851,884.097,0.4078
4852,884.101,0.4078
4853,884.105,0.4078
4854,884.109,0.4078
4855,884.113,0.4078
4856,884.117,0.4078
4857,884.121,0.4078
4858,884.125,0.4078
4859,884.13,0.4078
4860,884.134,0.4078
4861,884.138,0.4078
4862,884.142,0.4078
4863,884.146,0.4078
4864,884.15,0.4078
4865,884.154,0.4078
4866,884.158,0.4078
4867,884.162,0.4078
4868,884.166,0.4078
4869,884.17,0.4078
4870,884.174,0.4078
4871,884.178,0.4078
4872,884.183,0.4078
4873,884.187,0.4078
4874,884.191,0.4078
4875,884.195,0.4078
4876,884.199,0.4078
4877,884.203,0.4078
4878,884.207,0.4078
4879,884.211,0.4078
4880,884.215,0.4078
4881,884.219,0.4078
4882,884.223,0.4078
4883,884.227,0.4078
4884,884.231,0.4078
4885,884.236,0.4078
4886,884.24,0.4078
4887,884.244,0.4078
4888,884.248,0.4078
4889,884.252,0.4078
4890,884.256,0.4078
4891,884.26,0.4078
4892,884.264,0.4078
4893,884.268,0.4078
4894,884.272,0.4078
4895,884.276,0.4078
4896,884.28,0.4078
4897,884.284,0.4078
4898,884.289,0.4078
4899,884.293,0.4078
4900,884.297,0.4078
4901,884.301,0.4078
4902,884.305,0.4078
4903,884.309,0.4078
4904,884.313,0.4078
4905,884.317,0.4078
4906,884.321,0.4078
4907,884.325,0.4078
4908,884.329,0.4078
4909,884.333,0.4078
4910,884.338,0.4078
4911,884.342,0.4078
4912,884.346,0.4078
4913,884.35,0.4078
4914,884.354,0.4078
4915,884.358,0.4078
4916,884.362,0.4078
4917,884.366,0.4078
4918,884.37,0.4078
4919,884.374,0.4078
4920,884.378,0.4078
4921,884.382,0.4078
4922,884.386,0.4078
4923,884.391,0.4078
4924,884.395,0.4078
4925,884.399,0.4078
4926,884.403,0.4078
4927,884.407,0.4078
4928,884.411,0.4078
4929,884.415,0.4078
4930,884.419,0.4078
4931,884.423,0.4078
4932,884.427,0.4078
4933,884.431,0.4078
4934,884.435,0.4078
4935,884.439,0.4078
4936,884.444,0.4078
4937,884.448,0.4078
4938,884.452,0.4078
4939,884.456,0.4078
4940,884.46,0.4078
4941,884.464,0.4078
4942,884.468,0.4078
4943,884.472,0.4078
4944,884.476,0.4078
4945,884.48,0.4078
4946,884.484,0.4078
4947,884.488,0.4078
4948,884.492,0.4078
4949,884.497,0.4078
4950,884.501,0.4078
4951,884.505,0.4078
4952,884.509,0.4078
4953,884.513,0.4078
4954,884.517,0.4078
4955,884.521,0.4078
4956,884.525,0.4078
4957,884.529,0.4078
4958,884.533,0.4078
4959,884.537,0.4078
4960,884.541,0.4078
4961,884.546,0.4078
4962,884.55,0.4078
4963,884.554,0.4078
4964,884.558,0.4078
4965,884.562,0.4078
4966,884.566,0.4078
4967,884.57,0.4078
4968,884.574,0.4078
4969,884.578,0.4078
4970,884.582,0.4078
4971,884.586,0.4078
4972,884.59,0.4078
4973,884.594,0.4078
4974,884.599,0.4078
4975,884.603,0.4078
4976,884.607,0.4078
4977,884.611,0.4078
4978,884.615,0.4078
4979,884.619,0.4078
4980,884.623,0.4078
4981,884.627,0.4078
4982,884.631,0.4078
4983,884.635,0.4078
4984,884.639,0.4078
4985,884.643,0.4078
4986,884.647,0.4078
4987,884.652,0.4078
4988,884.656,0.4078
4989,884.66,0.4078
4990,884.664,0.4078
4991,884.668,0.4078
4992,884.672,0.4078
4993,884.676,0.4078
4994,884.68,0.4078
4995,884.684,0.4078
4996,884.688,0.4078
4997,884.692,0.4078
4998,884.696,0.4078
4999,884.7,0.4078
5000,884.705,0.4078
5001,884.709,0.4078
5002,884.713,0.4078
5003,884.717,0.4078
5004,884.721,0.4078
5005,884.725,0.4078
5005.255,884.726,0.4078
5006,884.729,0.4227
5007,884.733,0.4427
5008,884.738,0.4627
5009,884.743,0.4827
5010,884.748,0.5027
5011,884.753,0.5227
5012,884.758,0.5427
5013,884.764,0.5627
5014,884.769,0.5827
5015,884.775,0.6027
5016,884.781,0.6227
5017,884.788,0.6427
5018,884.794,0.6627
5019,884.801,0.6827
5020,884.808,0.7027
5021,884.815,0.7227
5022,884.822,0.7427
5023,884.83,0.7627
5024,884.838,0.7827
5025,884.846,0.8027
5026,884.854,0.8227
5027,884.862,0.8427
5028,884.87,0.8627
5029,884.879,0.8827
5030,884.888,0.9027
5031,884.897,0.9227
5032,884.907,0.9427
5033,884.916,0.9627
5034,884.926,0.9827
5035,884.936,1.0027
5036,884.946,1.0227
5037,884.956,1.0427
5038,884.967,1.0627
5039,884.977,1.0827
5040,884.988,1.1027
5041,885,1.1227
5042,885.011,1.1427
5043,885.022,1.1627
5044,885.034,1.1827
5045,885.046,1.2027
5046,885.058,1.2227
5047,885.071,1.2427
5048,885.083,1.2627
5049,885.096,1.2827
5050,885.109,1.3027
5051,885.122,1.3227
5052,885.135,1.3427
5053,885.149,1.3627
5054,885.162,1.3827
5055,885.176,1.4027
5056,885.19,1.4227
5057,885.205,1.4427
5058,885.219,1.4627
5059,885.234,1.4827
5060,885.249,1.5027
5061,885.264,1.5227
5062,885.279,1.5427
5063,885.295,1.5627
5064,885.311,1.5827
5065,885.327,1.6027
5066,885.343,1.6227
5067,885.359,1.6427
5068,885.376,1.6627
5069,885.392,1.6827
5070,885.409,1.7027
5071,885.426,1.7227
5072,885.444,1.7427
5073,885.461,1.7627
5074,885.479,1.7827
5075,885.497,1.8027
5076,885.515,1.8227
5077,885.533,1.8427
5078,885.552,1.8627
5079,885.571,1.8827
5080,885.59,1.9027
5081,885.609,1.9227
5082,885.628,1.9427
5083,885.647,1.9627
5084,885.667,1.9827
5085,885.687,2.0027
5086,885.707,2.0227
5087,885.728,2.0427
5088,885.748,2.0627
5089,885.769,2.0827
5090,885.79,2.1027
5091,885.811,2.1227
5092,885.832,2.1427
5093,885.854,2.1627
5094,885.875,2.1827
5095,885.897,2.2027
5096,885.92,2.2227
5097,885.942,2.2427
5098,885.964,2.2627
5099,885.987,2.2827
5100,886.01,2.3027
5101,886.033,2.3227
5102,886.057,2.3427
5103,886.08,2.3627
5104,886.104,2.3827
5105,886.128,2.4027
5106,886.152,2.4227
5107,886.176,2.4427
5108,886.201,2.4627
5109,886.225,2.4827
5110,886.25,2.5027
5111,886.275,2.5227
5112,886.301,2.5427
5113,886.326,2.5627
5114,886.352,2.5827
5115,886.378,2.6027
5116,886.404,2.6227
5117,886.43,2.6427
5118,886.457,2.6627
5119,886.484,2.6827
5120,886.511,2.7027
5121,886.538,2.7227
5122,886.565,2.7427
5123,886.593,2.7627
5124,886.62,2.7827
5125,886.648,2.8027
5126,886.676,2.8227
5127,886.705,2.8427
5128,886.733,2.8627
5129,886.762,2.8827
5130,886.791,2.9027
5131,886.82,2.9227
5132,886.849,2.9427
5133,886.879,2.9627
5134,886.909,2.9827
5135,886.939,3.0027
5136,886.969,3.0227
5137,886.999,3.0427
5138,887.029,3.0627
5139,887.06,3.0827
5140,887.091,3.1027
5141,887.122,3.1227
5142,887.154,3.1427
5143,887.185,3.1627
5144,887.217,3.1827
5145,887.249,3.2027
5146,887.281,3.2227
5147,887.313,3.2427
5148,887.346,3.2627
5149,887.378,3.2827
5150,887.411,3.3027
5151,887.445,3.3227
5152,887.478,3.3427
5153,887.511,3.3627
5154,887.545,3.3827
5155,887.579,3.4027
5156,887.613,3.4227
5157,887.648,3.4427
5158,887.682,3.4627
5159,887.717,3.4827
5160,887.752,3.5027
5161,887.787,3.5227
5162,887.822,3.5427
5163,887.858,3.5627
5164,887.893,3.5827
5165,887.929,3.6027
5166,887.965,3.6227
5167,888.002,3.6427
5168,888.038,3.6627
5169,888.075,3.6827
5170,888.112,3.7027
5171,888.149,3.7227
5172,888.186,3.7427
5173,888.224,3.7627
5174,888.262,3.7827
5175,888.3,3.8027
5176,888.338,3.8227
5177,888.376,3.8427
5178,888.415,3.8627
5179,888.453,3.8827
5180,888.492,3.9027
5181,888.531,3.9227
5182,888.571,3.9427
5183,888.61,3.9627
5184,888.65,3.9827
5184.745,888.68,3.9976
5185,888.69,3.9976
5186,888.73,3.9976
5187,888.77,3.9976
5188,888.81,3.9976
5189,888.85,3.9976
5190,888.89,3.9976
5191,888.93,3.9976
5192,888.97,3.9976
5193,889.01,3.9976
5194,889.05,3.9976
5195,889.09,3.9976
5196,889.13,3.9976
5197,889.17,3.9976
5198,889.21,3.9976
5199,889.25,3.9976
5200,889.29,3.9976
5201,889.329,3.9976
5201.969,889.368,3.9976
5202,889.369,3.9971
5203,889.409,3.9792
5204,889.449,3.9614
5205,889.489,3.9435
5206,889.528,3.9256
5207,889.567,3.9078
5208,889.606,3.8899
5209,889.645,3.8721
5210,889.684,3.8542
5211,889.722,3.8364
5212,889.76,3.8185
5213,889.798,3.8006
5214,889.836,3.7828
5215,889.874,3.7649
5216,889.912,3.7471
5217,889.949,3.7292
5218,889.986,3.7114
5219,890.023,3.6935
5220,890.06,3.6756
5221,890.097,3.6578
5222,890.133,3.6399
5223,890.169,3.6221
5224,890.206,3.6042
5225,890.242,3.5864
5226,890.277,3.5685
5227,890.313,3.5506
5228,890.348,3.5328
5229,890.384,3.5149
5230,890.419,3.4971
5231,890.454,3.4792
5232,890.488,3.4614
5233,890.523,3.4435
5234,890.557,3.4256
5235,890.591,3.4078
5236,890.625,3.3899
5237,890.659,3.3721
5238,890.693,3.3542
5239,890.726,3.3364
5240,890.759,3.3185
5241,890.793,3.3006
5242,890.825,3.2828
5243,890.858,3.2649
5244,890.891,3.2471
5245,890.923,3.2292
5246,890.955,3.2114
5247,890.987,3.1935
5248,891.019,3.1756
5249,891.051,3.1578
5250,891.082,3.1399
5251,891.114,3.1221
5252,891.145,3.1042
5253,891.176,3.0864
5254,891.207,3.0685
5255,891.237,3.0506
5256,891.268,3.0328
5257,891.298,3.0149
5258,891.328,2.9971
5259,891.358,2.9792
5260,891.387,2.9614
5261,891.417,2.9435
5262,891.446,2.9256
5263,891.475,2.9078
5264,891.504,2.8899
5265,891.533,2.8721
5266,891.562,2.8542
5267,891.59,2.8364
5268,891.619,2.8185
5269,891.647,2.8006
5270,891.675,2.7828
5271,891.702,2.7649
5272,891.73,2.7471
5273,891.757,2.7292
5274,891.784,2.7114
5275,891.812,2.6935
5276,891.838,2.6756
5277,891.865,2.6578
5278,891.892,2.6399
5279,891.918,2.6221
5280,891.944,2.6042
5281,891.97,2.5864
5282,891.996,2.5685
5283,892.021,2.5506
5284,892.047,2.5328
5285,892.072,2.5149
5286,892.097,2.4971
5287,892.122,2.4792
5288,892.147,2.4614
5289,892.171,2.4435
5290,892.195,2.4256
5291,892.22,2.4078
5292,892.244,2.3899
5293,892.267,2.3721
5294,892.291,2.3542
5295,892.315,2.3364
5296,892.338,2.3185
5297,892.361,2.3006
5298,892.384,2.2828
5299,892.407,2.2649
5300,892.429,2.2471
5301,892.451,2.2292
5302,892.474,2.2114
5303,892.496,2.1935
5304,892.518,2.1756
5305,892.539,2.1578
5306,892.561,2.1399
5307,892.582,2.1221
5308,892.603,2.1042
5309,892.624,2.0864
5310,892.645,2.0685
5311,892.665,2.0506
5312,892.686,2.0328
5313,892.706,2.0149
5314,892.726,1.9971
5315,892.746,1.9792
5316,892.766,1.9614
5317,892.785,1.9435
5318,892.805,1.9256
5319,892.824,1.9078
5320,892.843,1.8899
5321,892.862,1.8721
5322,892.88,1.8542
5323,892.899,1.8364
5324,892.917,1.8185
5325,892.935,1.8006
5326,892.953,1.7828
5327,892.971,1.7649
5328,892.988,1.7471
5329,893.006,1.7292
5330,893.023,1.7114
5331,893.04,1.6935
5332,893.057,1.6756
5333,893.073,1.6578
5334,893.09,1.6399
5335,893.106,1.6221
5336,893.122,1.6042
5337,893.138,1.5864
5338,893.154,1.5685
5339,893.17,1.5506
5340,893.185,1.5328
5341,893.2,1.5149
5342,893.215,1.4971
5343,893.23,1.4792
5344,893.245,1.4614
5345,893.259,1.4435
5346,893.274,1.4256
5347,893.288,1.4078
5348,893.302,1.3899
5349,893.316,1.3721
5350,893.329,1.3542
5351,893.343,1.3364
5352,893.356,1.3185
5353,893.369,1.3006
5354,893.382,1.2828
5355,893.395,1.2649
5356,893.407,1.2471
5357,893.42,1.2292
5358,893.432,1.2114
5359,893.444,1.1935
5360,893.456,1.1756
5361,893.468,1.1578
5362,893.479,1.1399
5363,893.49,1.1221
5364,893.501,1.1042
5365,893.512,1.0864
5366,893.523,1.0685
5367,893.534,1.0506
5368,893.544,1.0328
5369,893.554,1.0149
5370,893.565,0.9971
5371,893.574,0.9792
5372,893.584,0.9614
5373,893.594,0.9435
5374,893.603,0.9256
5375,893.612,0.9078
5376,893.621,0.8899
5377,893.63,0.8721
5378,893.639,0.8542
5379,893.647,0.8364
5380,893.655,0.8185
5381,893.663,0.8006
5382,893.671,0.7828
5383,893.679,0.7649
5384,893.687,0.7471
5385,893.694,0.7292
5386,893.701,0.7114
5387,893.708,0.6935
5388,893.715,0.6756
5389,893.722,0.6578
5390,893.728,0.6399
5391,893.735,0.6221
5392,893.741,0.6042
5393,893.747,0.5864
5394,893.752,0.5685
5395,893.758,0.5506
5396,893.763,0.5328
5397,893.769,0.5149
5398,893.774,0.4971
5399,893.779,0.4792
5400,893.783,0.4614
5401,893.788,0.4435
5402,893.792,0.4256
5403,893.796,0.4078
5404,893.8,0.3899
5405,893.804,0.3721
5406,893.808,0.3542
5407,893.811,0.3364
5408,893.814,0.3185
5409,893.818,0.3006
5410,893.821,0.2828
5411,893.823,0.2649
5412,893.826,0.2471
5413,893.828,0.2292
5414,893.83,0.2114
5415,893.832,0.1935
5416,893.834,0.1756
5417,893.836,0.1578
5418,893.837,0.1399
5419,893.839,0.1221
5420,893.84,0.1042
5421,893.841,0.0864
5422,893.842,0.0685
5423,893.842,0.0506
5424,893.843,0.0328
5425,893.843,0.0149
5426,893.843,-0.0029
5427,893.843,-0.0208
5428,893.842,-0.0386
5429,893.842,-0.0565
5430,893.841,-0.0744
5431,893.841,-0.0922
5432,893.84,-0.1101
5433,893.838,-0.1279
5434,893.837,-0.1458
5435,893.835,-0.1636
5436,893.834,-0.1815
5437,893.832,-0.1994
5438,893.83,-0.2172
5439,893.827,-0.2351
5440,893.825,-0.2529
5441,893.822,-0.2708
5442,893.82,-0.2886
5443,893.817,-0.3065
5444,893.813,-0.3244
5445,893.81,-0.3422
5446,893.807,-0.3601
5447,893.803,-0.3779
5448,893.799,-0.3958
5449,893.795,-0.4136
5450,893.791,-0.4315
5451,893.786,-0.4494
5452,893.782,-0.4672
5453,893.777,-0.4851
5454,893.772,-0.5029
5455,893.767,-0.5208
5456,893.762,-0.5386
5457,893.756,-0.5565
5458,893.751,-0.5744
5459,893.745,-0.5922
5460,893.739,-0.6101
5461,893.732,-0.6279
5462,893.726,-0.6458
5463,893.72,-0.6636
5464,893.713,-0.6815
5465,893.706,-0.6994
5466,893.699,-0.7172
5467,893.692,-0.7351
5468,893.684,-0.7529
5469,893.677,-0.7708
5470,893.669,-0.7886
5471,893.661,-0.8065
5472,893.653,-0.8244
5473,893.644,-0.8422
5474,893.636,-0.8601
5475,893.627,-0.8779
5476,893.618,-0.8958
5477,893.609,-0.9136
5478,893.6,-0.9315
5479,893.591,-0.9494
5480,893.581,-0.9672
5481,893.571,-0.9851
5482,893.561,-1.0029
5483,893.551,-1.0208
