              L,     Z,     P
6013,886.954,1.3288
6014,886.967,1.3288
6015,886.98,1.3288
6016,886.994,1.3288
6017,887.007,1.3288
6018,887.02,1.3288
6019,887.034,1.3288
6020,887.047,1.3288
6021,887.06,1.3288
6022,887.073,1.3288
6023,887.087,1.3288
6024,887.1,1.3288
6025,887.113,1.3288
6026,887.127,1.3288
6027,887.14,1.3288
6028,887.153,1.3288
6029,887.166,1.3288
6030,887.18,1.3288
6031,887.193,1.3288
6032,887.206,1.3288
6033,887.22,1.3288
6034,887.233,1.3288
6035,887.246,1.3288
6036,887.26,1.3288
6037,887.273,1.3288
6038,887.286,1.3288
6039,887.299,1.3288
6040,887.313,1.3288
6041,887.326,1.3288
6042,887.339,1.3288
6043,887.353,1.3288
6044,887.366,1.3288
6045,887.379,1.3288
6046,887.392,1.3288
6047,887.406,1.3288
6048,887.419,1.3288
6049,887.432,1.3288
6050,887.446,1.3288
6051,887.459,1.3288
6052,887.472,1.3288
6053,887.485,1.3288
6054,887.499,1.3288
6055,887.512,1.3288
6056,887.525,1.3288
6057,887.539,1.3288
6058,887.552,1.3288
6059,887.565,1.3288
6060,887.578,1.3288
6061,887.592,1.3288
6062,887.605,1.3288
6063,887.618,1.3288
6064,887.632,1.3288
6065,887.645,1.3288
6066,887.658,1.3288
6067,887.671,1.3288
6068,887.685,1.3288
6069,887.698,1.3288
6070,887.711,1.3288
6071,887.725,1.3288
6072,887.738,1.3288
6073,887.751,1.3288
6074,887.764,1.3288
6075,887.778,1.3288
6076,887.791,1.3288
6077,887.804,1.3288
6078,887.818,1.3288
6079,887.831,1.3288
6080,887.844,1.3288
6081,887.857,1.3288
6082,887.871,1.3288
6083,887.884,1.3288
6084,887.897,1.3288
6085,887.911,1.3288
6086,887.924,1.3288
6087,887.937,1.3288
6088,887.951,1.3288
6089,887.964,1.3288
6090,887.977,1.3288
6091,887.99,1.3288
6092,888.004,1.3288
6093,888.017,1.3288
6094,888.03,1.3288
6095,888.044,1.3288
6096,888.057,1.3288
6097,888.07,1.3288
6098,888.083,1.3288
6099,888.097,1.3288
6100,888.11,1.3288
6100.05,888.111,1.3288
6101,888.123,1.317
6102,888.136,1.3045
6103,888.149,1.292
6104,888.162,1.2795
6105,888.175,1.267
6106,888.187,1.2545
6107,888.2,1.242
6108,888.212,1.2295
6109,888.225,1.217
6110,888.237,1.2045
6111,888.249,1.192
6112,888.261,1.1795
6113,888.272,1.167
6114,888.284,1.1545
6115,888.295,1.142
6116,888.307,1.1295
6117,888.318,1.117
6118,888.329,1.1045
6119,888.34,1.092
6120,888.351,1.0795
6121,888.362,1.067
6122,888.372,1.0545
6123,888.383,1.042
6124,888.393,1.0295
6125,888.403,1.017
6126,888.413,1.0045
6127,888.423,0.992
6128,888.433,0.9795
6129,888.443,0.967
6130,888.453,0.9545
6131,888.462,0.942
6132,888.471,0.9295
6133,888.481,0.917
6134,888.49,0.9045
6135,888.499,0.892
6136,888.508,0.8795
6137,888.516,0.867
6138,888.525,0.8545
6139,888.533,0.842
6140,888.542,0.8295
6141,888.55,0.817
6142,888.558,0.8045
6143,888.566,0.792
6144,888.574,0.7795
6145,888.582,0.767
6146,888.589,0.7545
6147,888.597,0.742
6148,888.604,0.7295
6149,888.611,0.717
6150,888.618,0.7045
6151,888.625,0.692
6152,888.632,0.6795
6153,888.639,0.667
6154,888.646,0.6545
6155,888.652,0.642
6156,888.658,0.6295
6157,888.665,0.617
6158,888.671,0.6045
6159,888.677,0.592
6160,888.683,0.5795
6161,888.688,0.567
6162,888.694,0.5545
6163,888.699,0.542
6164,888.705,0.5295
6165,888.71,0.517
6166,888.715,0.5045
6167,888.72,0.492
6168,888.725,0.4795
6169,888.73,0.467
6170,888.734,0.4545
6171,888.739,0.442
6172,888.743,0.4295
6173,888.747,0.417
6174,888.752,0.4045
6175,888.756,0.392
6176,888.759,0.3795
6177,888.763,0.367
6178,888.767,0.3545
6179,888.77,0.342
6180,888.774,0.3295
6181,888.777,0.317
6182,888.78,0.3045
6183,888.783,0.292
6184,888.786,0.2795
6185,888.788,0.267
6186,888.791,0.2545
6187,888.794,0.242
6188,888.796,0.2295
6189,888.798,0.217
6190,888.8,0.2045
6191,888.802,0.192
6192,888.804,0.1795
6193,888.806,0.167
6194,888.807,0.1545
6195,888.809,0.142
6196,888.81,0.1295
6197,888.811,0.117
6198,888.813,0.1045
6199,888.814,0.092
6200,888.814,0.0795
6201,888.815,0.067
6202,888.816,0.0545
6203,888.816,0.042
6204,888.817,0.0295
6205,888.817,0.017
6206,888.817,0.0045
6207,888.817,-0.008
6208,888.817,-0.0205
6209,888.817,-0.033
6210,888.816,-0.0455
6211,888.816,-0.058
6212,888.815,-0.0705
6213,888.814,-0.083
6214,888.813,-0.0955
6215,888.812,-0.108
6216,888.811,-0.1205
6217,888.81,-0.133
6218,888.808,-0.1455
6219,888.807,-0.158
6220,888.805,-0.1705
6221,888.804,-0.183
6222,888.802,-0.1955
6223,888.8,-0.208
6224,888.798,-0.2205
6225,888.795,-0.233
6226,888.793,-0.2455
6227,888.79,-0.258
6228,888.788,-0.2705
6229,888.785,-0.283
6230,888.782,-0.2955
6231,888.779,-0.308
6231.95,888.776,-0.3199
6232,888.776,-0.3199
6233,888.773,-0.3199
6234,888.769,-0.3199
6235,888.766,-0.3199
6236,888.763,-0.3199
6237,888.76,-0.3199
6238,888.757,-0.3199
6239,888.753,-0.3199
6240,888.75,-0.3199
6241,888.747,-0.3199
6242,888.744,-0.3199
6243,888.741,-0.3199
6244,888.737,-0.3199
6245,888.734,-0.3199
6246,888.731,-0.3199
6247,888.728,-0.3199
6248,888.725,-0.3199
6249,888.721,-0.3199
6250,888.718,-0.3199
6251,888.715,-0.3199
6252,888.712,-0.3199
6253,888.709,-0.3199
6254,888.705,-0.3199
6255,888.702,-0.3199
6256,888.699,-0.3199
6257,888.696,-0.3199
6258,888.693,-0.3199
6259,888.689,-0.3199
6260,888.686,-0.3199
6261,888.683,-0.3199
6262,888.68,-0.3199
6263,888.677,-0.3199
6264,888.673,-0.3199
6265,888.67,-0.3199
6266,888.667,-0.3199
6267,888.664,-0.3199
6268,888.661,-0.3199
6269,888.657,-0.3199
6270,888.654,-0.3199
6271,888.651,-0.3199
6272,888.648,-0.3199
6273,888.645,-0.3199
6274,888.641,-0.3199
6275,888.638,-0.3199
6276,888.635,-0.3199
6277,888.632,-0.3199
6278,888.629,-0.3199
6279,888.625,-0.3199
6280,888.622,-0.3199
6281,888.619,-0.3199
6282,888.616,-0.3199
6283,888.613,-0.3199
6284,888.61,-0.3199
6285,888.606,-0.3199
6286,888.603,-0.3199
6287,888.6,-0.3199
6288,888.597,-0.3199
6289,888.594,-0.3199
6290,888.59,-0.3199
6291,888.587,-0.3199
6292,888.584,-0.3199
6293,888.581,-0.3199
6294,888.578,-0.3199
6295,888.574,-0.3199
6296,888.571,-0.3199
6297,888.568,-0.3199
6297.276,888.567,-0.3199
6298,888.565,-0.3119
6299,888.562,-0.3008
6300,888.559,-0.2896
6301,888.556,-0.2785
6302,888.553,-0.2674
6303,888.551,-0.2563
6304,888.548,-0.2452
6305,888.546,-0.2341
6306,888.543,-0.223
6307,888.541,-0.2119
6308,888.539,-0.2008
6309,888.537,-0.1896
6310,888.535,-0.1785
6311,888.534,-0.1674
6312,888.532,-0.1563
6313,888.53,-0.1452
6314,888.529,-0.1341
6315,888.528,-0.123
6316,888.527,-0.1119
6317,888.526,-0.1008
6318,888.525,-0.0896
6319,888.524,-0.0785
6320,888.523,-0.0674
6321,888.522,-0.0563
6322,888.522,-0.0452
6323,888.521,-0.0341
6324,888.521,-0.023
6325,888.521,-0.0119
6326,888.521,-0.0008
6327,888.521,0.0104
6328,888.521,0.0215
6329,888.521,0.0326
6330,888.522,0.0437
6331,888.522,0.0548
6332,888.523,0.0659
6333,888.524,0.077
6334,888.524,0.0881
6335,888.525,0.0992
6336,888.526,0.1104
6337,888.528,0.1215
6338,888.529,0.1326
6339,888.53,0.1437
6340,888.532,0.1548
6341,888.533,0.1659
6342,888.535,0.177
6343,888.537,0.1881
6344,888.539,0.1992
6345,888.541,0.2104
6346,888.543,0.2215
6347,888.545,0.2326
6348,888.548,0.2437
6349,888.55,0.2548
6350,888.553,0.2659
6351,888.556,0.277
6352,888.558,0.2881
6353,888.561,0.2992
6354,888.564,0.3104
6355,888.567,0.3215
6356,888.571,0.3326
6357,888.574,0.3437
6358,888.578,0.3548
6359,888.581,0.3659
6360,888.585,0.377
6361,888.589,0.3881
6362,888.593,0.3992
6363,888.597,0.4104
6364,888.601,0.4215
6365,888.605,0.4326
6366,888.61,0.4437
6367,888.614,0.4548
6368,888.619,0.4659
6369,888.623,0.477
6370,888.628,0.4881
6371,888.633,0.4992
6372,888.638,0.5104
6373,888.643,0.5215
6374,888.649,0.5326
6375,888.654,0.5437
6376,888.659,0.5548
6377,888.665,0.5659
6378,888.671,0.577
6379,888.677,0.5881
6380,888.683,0.5992
6381,888.689,0.6104
6382,888.695,0.6215
6383,888.701,0.6326
6384,888.707,0.6437
6385,888.714,0.6548
6386,888.721,0.6659
6387,888.727,0.677
6388,888.734,0.6881
6389,888.741,0.6992
6390,888.748,0.7104
6391,888.755,0.7215
6392,888.762,0.7326
6393,888.77,0.7437
6394,888.777,0.7548
6395,888.785,0.7659
6396,888.793,0.777
6397,888.8,0.7881
6398,888.808,0.7992
6399,888.816,0.8104
6400,888.825,0.8215
6401,888.833,0.8326
6402,888.841,0.8437
6403,888.85,0.8548
6404,888.858,0.8659
6405,888.867,0.877
6406,888.876,0.8881
6407,888.885,0.8992
6408,888.894,0.9104
6409,888.903,0.9215
6410,888.912,0.9326
6411,888.922,0.9437
6412,888.931,0.9548
6413,888.941,0.9659
6414,888.951,0.977
6415,888.96,0.9881
6416,888.97,0.9992
6417,888.98,1.0104
6418,888.991,1.0215
6419,889.001,1.0326
6420,889.011,1.0437
6421,889.022,1.0548
6422,889.032,1.0659
6423,889.043,1.077
6424,889.054,1.0881
6425,889.065,1.0992
6426,889.076,1.1104
6427,889.087,1.1215
6428,889.098,1.1326
6429,889.11,1.1437
6430,889.121,1.1548
6431,889.133,1.1659
6432,889.144,1.177
6433,889.156,1.1881
6434,889.168,1.1992
6435,889.18,1.2104
6436,889.192,1.2215
6437,889.205,1.2326
6438,889.217,1.2437
6439,889.23,1.2548
6440,889.242,1.2659
6441,889.255,1.277
6442,889.268,1.2881
6443,889.281,1.2992
6444,889.294,1.3104
6445,889.307,1.3215
6446,889.32,1.3326
6447,889.333,1.3437
6448,889.347,1.3548
6449,889.361,1.3659
6450,889.374,1.377
6451,889.388,1.3881
6452,889.402,1.3992
6453,889.416,1.4104
6454,889.43,1.4215
6455,889.445,1.4326
6456,889.459,1.4437
6457,889.473,1.4548
6458,889.488,1.4659
6459,889.503,1.477
6460,889.518,1.4881
6461,889.532,1.4992
6462,889.548,1.5104
6463,889.563,1.5215
6464,889.578,1.5326
6465,889.593,1.5437
6466,889.609,1.5548
6467,889.624,1.5659
6468,889.64,1.577
6469,889.656,1.5881
6470,889.672,1.5992
6471,889.688,1.6104
6472,889.704,1.6215
6473,889.72,1.6326
6474,889.737,1.6437
6475,889.753,1.6548
6476,889.77,1.6659
6477,889.787,1.677
6478,889.803,1.6881
6479,889.82,1.6992
6480,889.837,1.7104
6481,889.855,1.7215
6482,889.872,1.7326
6483,889.889,1.7437
6484,889.907,1.7548
6485,889.924,1.7659
6486,889.942,1.777
6487,889.96,1.7881
6488,889.978,1.7992
6489,889.996,1.8104
6490,890.014,1.8215
6491,890.032,1.8326
6492,890.051,1.8437
6493,890.069,1.8548
6494,890.088,1.8659
6495,890.106,1.877
6496,890.125,1.8881
6496.724,890.139,1.8962
6497,890.144,1.8962
6498,890.163,1.8962
6499,890.182,1.8962
6500,890.201,1.8962
6501,890.22,1.8962
6502,890.239,1.8962
6503,890.258,1.8962
6504,890.277,1.8962
6505,890.296,1.8962
6506,890.315,1.8962
6507,890.334,1.8962
6508,890.353,1.8962
6509,890.372,1.8962
6510,890.391,1.8962
6511,890.41,1.8962
6512,890.429,1.8962
6513,890.448,1.8962
6514,890.467,1.8962
6515,890.485,1.8962
6516,890.504,1.8962
6516.868,890.521,1.8962
6517,890.523,1.8943
6518,890.542,1.88
6519,890.561,1.8657
6520,890.58,1.8514
6521,890.598,1.8371
6522,890.616,1.8229
6523,890.634,1.8086
6524,890.653,1.7943
6525,890.67,1.78
6526,890.688,1.7657
6527,890.706,1.7514
6528,890.723,1.7371
6529,890.74,1.7229
6530,890.758,1.7086
6531,890.775,1.6943
6532,890.791,1.68
6533,890.808,1.6657
6534,890.825,1.6514
6535,890.841,1.6371
6536,890.858,1.6229
6537,890.874,1.6086
6538,890.89,1.5943
6539,890.906,1.58
6540,890.921,1.5657
6541,890.937,1.5514
6542,890.952,1.5371
6543,890.968,1.5229
6544,890.983,1.5086
6545,890.998,1.4943
6546,891.013,1.48
6547,891.027,1.4657
6548,891.042,1.4514
6549,891.056,1.4371
6550,891.071,1.4229
6551,891.085,1.4086
6552,891.099,1.3943
6553,891.113,1.38
6554,891.127,1.3657
6555,891.14,1.3514
6556,891.154,1.3371
6557,891.167,1.3229
6558,891.18,1.3086
6559,891.193,1.2943
6560,891.206,1.28
6561,891.219,1.2657
6562,891.231,1.2514
6563,891.244,1.2371
6564,891.256,1.2229
6565,891.268,1.2086
6566,891.28,1.1943
6567,891.292,1.18
6568,891.304,1.1657
6569,891.315,1.1514
6570,891.327,1.1371
6571,891.338,1.1229
6572,891.349,1.1086
6573,891.36,1.0943
6574,891.371,1.08
6575,891.382,1.0657
6576,891.392,1.0514
6577,891.403,1.0371
6578,891.413,1.0229
6579,891.423,1.0086
6580,891.433,0.9943
6581,891.443,0.98
6582,891.453,0.9657
6583,891.462,0.9514
6584,891.472,0.9371
6585,891.481,0.9229
6586,891.49,0.9086
6587,891.499,0.8943
6588,891.508,0.88
6589,891.517,0.8657
6590,891.526,0.8514
6591,891.534,0.8371
6592,891.542,0.8229
6593,891.55,0.8086
6594,891.559,0.7943
6595,891.566,0.78
6596,891.574,0.7657
6597,891.582,0.7514
6598,891.589,0.7371
6599,891.596,0.7229
6600,891.604,0.7086
6601,891.611,0.6943
6602,891.617,0.68
6603,891.624,0.6657
6604,891.631,0.6514
6605,891.637,0.6371
6606,891.644,0.6229
6607,891.65,0.6086
6608,891.656,0.5943
6609,891.662,0.58
6610,891.667,0.5657
6611,891.673,0.5514
6612,891.678,0.5371
6613,891.684,0.5229
6614,891.689,0.5086
6615,891.694,0.4943
6616,891.699,0.48
6617,891.703,0.4657
6618,891.708,0.4514
6619,891.712,0.4371
6620,891.717,0.4229
6621,891.721,0.4086
6622,891.725,0.3943
6623,891.729,0.38
6624,891.733,0.3657
6625,891.736,0.3514
6626,891.74,0.3371
6627,891.743,0.3229
6628,891.746,0.3086
6629,891.749,0.2943
6630,891.752,0.28
6631,891.755,0.2657
6632,891.757,0.2514
6633,891.76,0.2371
6634,891.762,0.2229
6635,891.764,0.2086
6636,891.766,0.1943
6637,891.768,0.18
6638,891.77,0.1657
6639,891.771,0.1514
6640,891.773,0.1371
6641,891.774,0.1229
6642,891.775,0.1086
6643,891.776,0.0943
6644,891.777,0.08
6645,891.778,0.0657
6646,891.778,0.0514
6647,891.779,0.0371
6648,891.779,0.0229
6649,891.779,0.0086
6650,891.779,-0.0057
6651,891.779,-0.02
6652,891.779,-0.0343
6653,891.779,-0.0486
6654,891.778,-0.0629
6655,891.777,-0.0771
6656,891.776,-0.0914
6657,891.775,-0.1057
6658,891.774,-0.12
6659,891.773,-0.1343
6660,891.772,-0.1486
6661,891.77,-0.1629
6662,891.768,-0.1771
6663,891.767,-0.1914
6664,891.765,-0.2057
6665,891.762,-0.22
6666,891.76,-0.2343
6667,891.758,-0.2486
6668,891.755,-0.2629
6669,891.752,-0.2771
6670,891.75,-0.2914
6671,891.747,-0.3057
6672,891.743,-0.32
6673,891.74,-0.3343
6674,891.737,-0.3486
6675,891.733,-0.3629
6676,891.73,-0.3771
6677,891.726,-0.3914
6678,891.722,-0.4057
6679,891.718,-0.42
6680,891.713,-0.4343
6681,891.709,-0.4486
6682,891.704,-0.4629
6683,891.7,-0.4771
6684,891.695,-0.4914
6685,891.69,-0.5057
6686,891.685,-0.52
6687,891.679,-0.5343
6688,891.674,-0.5486
6689,891.668,-0.5629
6690,891.663,-0.5771
6691,891.657,-0.5914
6691.65,891.653,-0.6007
6692,891.651,-0.6007
6693,891.645,-0.6007
6694,891.639,-0.6007
6695,891.633,-0.6007
6696,891.627,-0.6007
6697,891.621,-0.6007
6698,891.615,-0.6007
6699,891.609,-0.6007
6700,891.603,-0.6007
6701,891.597,-0.6007
6702,891.591,-0.6007
6703,891.585,-0.6007
6704,891.579,-0.6007
6705,891.573,-0.6007
6706,891.567,-0.6007
6707,891.561,-0.6007
6708,891.555,-0.6007
6709,891.549,-0.6007
6710,891.543,-0.6007
6711,891.537,-0.6007
6712,891.531,-0.6007
6713,891.525,-0.6007
6714,891.519,-0.6007
6715,891.513,-0.6007
6716,891.507,-0.6007
6717,891.501,-0.6007
6718,891.495,-0.6007
6719,891.489,-0.6007
6720,891.483,-0.6007
6721,891.477,-0.6007
6722,891.471,-0.6007
6723,891.465,-0.6007
6724,891.459,-0.6007
6725,891.453,-0.6007
6726,891.447,-0.6007
6727,891.441,-0.6007
6728,891.435,-0.6007
6729,891.429,-0.6007
6730,891.423,-0.6007
6731,891.417,-0.6007
6732,891.411,-0.6007
6733,891.405,-0.6007
6734,891.399,-0.6007
6735,891.393,-0.6007
6736,891.387,-0.6007
6737,891.381,-0.6007
6738,891.375,-0.6007
6739,891.369,-0.6007
6740,891.363,-0.6007
6741,891.357,-0.6007
6742,891.351,-0.6007
6743,891.345,-0.6007
6744,891.339,-0.6007
6745,891.333,-0.6007
6746,891.327,-0.6007
6747,891.321,-0.6007
6748,891.315,-0.6007
6749,891.309,-0.6007
6750,891.303,-0.6007
6751,891.297,-0.6007
6752,891.29,-0.6007
6753,891.284,-0.6007
6754,891.278,-0.6007
6755,891.272,-0.6007
6756,891.266,-0.6007
6757,891.26,-0.6007
6758,891.254,-0.6007
6759,891.248,-0.6007
6760,891.242,-0.6007
6760.12,891.242,-0.6007
6761,891.236,-0.5865
6762,891.231,-0.5704
6763,891.225,-0.5543
6764,891.22,-0.5381
6765,891.214,-0.522
6766,891.209,-0.5059
6767,891.204,-0.4898
6768,891.199,-0.4736
6769,891.195,-0.4575
6770,891.19,-0.4414
6771,891.186,-0.4252
6772,891.182,-0.4091
6773,891.178,-0.393
6774,891.174,-0.3768
6775,891.17,-0.3607
6776,891.167,-0.3446
6777,891.163,-0.3285
6778,891.16,-0.3123
6779,891.157,-0.2962
6780,891.154,-0.2801
6781,891.151,-0.2639
6782,891.149,-0.2478
6783,891.146,-0.2317
6784,891.144,-0.2156
6785,891.142,-0.1994
6786,891.14,-0.1833
6787,891.139,-0.1672
6788,891.137,-0.151
6789,891.135,-0.1349
6790,891.134,-0.1188
6791,891.133,-0.1027
6792,891.132,-0.0865
6793,891.131,-0.0704
6794,891.131,-0.0543
6795,891.13,-0.0381
6796,891.13,-0.022
6797,891.13,-0.0059
6798,891.13,0.0102
6799,891.13,0.0264
6800,891.13,0.0425
6801,891.131,0.0586
6802,891.132,0.0748
6803,891.132,0.0909
6804,891.133,0.107
6805,891.135,0.1232
6806,891.136,0.1393
6807,891.137,0.1554
6808,891.139,0.1715
6809,891.141,0.1877
6810,891.143,0.2038
6811,891.145,0.2199
6812,891.147,0.2361
6813,891.15,0.2522
6814,891.152,0.2683
6815,891.155,0.2844
6816,891.158,0.3006
6817,891.161,0.3167
6818,891.164,0.3328
6819,891.168,0.349
6820,891.171,0.3651
6821,891.175,0.3812
6822,891.179,0.3973
6823,891.183,0.4135
6824,891.187,0.4296
6825,891.191,0.4457
6826,891.196,0.4619
6827,891.201,0.478
6828,891.206,0.4941
6829,891.211,0.5102
6830,891.216,0.5264
6831,891.221,0.5425
6832,891.227,0.5586
6833,891.232,0.5748
6834,891.238,0.5909
6835,891.244,0.607
6836,891.25,0.6232
6837,891.257,0.6393
6838,891.263,0.6554
6839,891.27,0.6715
6840,891.276,0.6877
6841,891.283,0.7038
6842,891.291,0.7199
6843,891.298,0.7361
6844,891.305,0.7522
6845,891.313,0.7683
6846,891.321,0.7844
6847,891.329,0.8006
6848,891.337,0.8167
6849,891.345,0.8328
6850,891.353,0.849
6851,891.362,0.8651
6852,891.371,0.8812
6853,891.379,0.8973
6854,891.389,0.9135
6855,891.398,0.9296
6856,891.407,0.9457
6857,891.417,0.9619
6858,891.426,0.978
6859,891.436,0.9941
6860,891.446,1.0102
6861,891.456,1.0264
6862,891.467,1.0425
6863,891.477,1.0586
6864,891.488,1.0748
6865,891.499,1.0909
6866,891.51,1.107
6867,891.521,1.1232
6868,891.532,1.1393
6869,891.544,1.1554
6870,891.555,1.1715
6871,891.567,1.1877
6872,891.579,1.2038
6873,891.591,1.2199
6874,891.603,1.2361
6875,891.616,1.2522
6876,891.629,1.2683
6877,891.641,1.2844
6878,891.654,1.3006
6879,891.667,1.3167
6880,891.681,1.3328
6881,891.694,1.349
6881.88,891.706,1.3631
6882,891.708,1.3631
6883,891.721,1.3631
6884,891.735,1.3631
6885,891.748,1.3631
6886,891.762,1.3631
6887,891.776,1.3631
6888,891.789,1.3631
6889,891.803,1.3631
6890,891.817,1.3631
6891,891.83,1.3631
6892,891.844,1.3631
6893,891.857,1.3631
6894,891.871,1.3631
6895,891.885,1.3631
6896,891.898,1.3631
6897,891.912,1.3631
6898,891.926,1.3631
6899,891.939,1.3631
6900,891.953,1.3631
6901,891.967,1.3631
6902,891.98,1.3631
6903,891.994,1.3631
6904,892.007,1.3631
6905,892.021,1.3631
6906,892.035,1.3631
6907,892.048,1.3631
6908,892.062,1.3631
6909,892.076,1.3631
6910,892.089,1.3631
6911,892.103,1.3631
6912,892.116,1.3631
6913,892.13,1.3631
6914,892.144,1.3631
6915,892.157,1.3631
6916,892.171,1.3631
6917,892.185,1.3631
6918,892.198,1.3631
6919,892.212,1.3631
6920,892.226,1.3631
6921,892.239,1.3631
6922,892.253,1.3631
6923,892.266,1.3631
6924,892.28,1.3631
6925,892.294,1.3631
6926,892.307,1.3631
6927,892.321,1.3631
6928,892.335,1.3631
6929,892.348,1.3631
6930,892.362,1.3631
6931,892.375,1.3631
6932,892.389,1.3631
6933,892.403,1.3631
6934,892.416,1.3631
6935,892.43,1.3631
6936,892.444,1.3631
6937,892.457,1.3631
6938,892.471,1.3631
6939,892.485,1.3631
6940,892.498,1.3631
6941,892.512,1.3631
6942,892.525,1.3631
6943,892.539,1.3631
6944,892.553,1.3631
6945,892.566,1.3631
6946,892.58,1.3631
6947,892.594,1.3631
6948,892.607,1.3631
6949,892.621,1.3631
6950,892.634,1.3631
6951,892.648,1.3631
6952,892.662,1.3631
6953,892.675,1.3631
6954,892.689,1.3631
6955,892.703,1.3631
6956,892.716,1.3631
6957,892.73,1.3631
6958,892.744,1.3631
6959,892.757,1.3631
6960,892.771,1.3631
6961,892.784,1.3631
6962,892.798,1.3631
6963,892.812,1.3631
6964,892.825,1.3631
6965,892.839,1.3631
6966,892.853,1.3631
6967,892.866,1.3631
6968,892.88,1.3631
6969,892.893,1.3631
6970,892.907,1.3631
6971,892.921,1.3631
6972,892.934,1.3631
6973,892.948,1.3631
6974,892.962,1.3631
6975,892.975,1.3631
6976,892.989,1.3631
6977,893.003,1.3631
6978,893.016,1.3631
6979,893.03,1.3631
6980,893.043,1.3631
6981,893.057,1.3631
6982,893.071,1.3631
6983,893.084,1.3631
6984,893.098,1.3631
6985,893.112,1.3631
6986,893.125,1.3631
6987,893.139,1.3631
6988,893.152,1.3631
6989,893.166,1.3631
6990,893.18,1.3631
6991,893.193,1.3631
6992,893.207,1.3631
6993,893.221,1.3631
6994,893.234,1.3631
6995,893.248,1.3631
6996,893.262,1.3631
6997,893.275,1.3631
6998,893.289,1.3631
6999,893.302,1.3631
7000,893.316,1.3631
7001,893.33,1.3631
7002,893.343,1.3631
7003,893.357,1.3631
7004,893.371,1.3631
7005,893.384,1.3631
7006,893.398,1.3631
7007,893.411,1.3631
7008,893.425,1.3631
7009,893.439,1.3631
7010,893.452,1.3631
7011,893.466,1.3631
7012,893.48,1.3631
7013,893.493,1.3631
7014,893.507,1.3631
7015,893.521,1.3631
7016,893.534,1.3631
7017,893.548,1.3631
7018,893.561,1.3631
7019,893.575,1.3631
7020,893.589,1.3631
7021,893.602,1.3631
7022,893.616,1.3631
7023,893.63,1.3631
7024,893.643,1.3631
7025,893.657,1.3631
7026,893.67,1.3631
7027,893.684,1.3631
7028,893.698,1.3631
7029,893.711,1.3631
7030,893.725,1.3631
7031,893.739,1.3631
7032,893.752,1.3631
7033,893.766,1.3631
7034,893.78,1.3631
7035,893.793,1.3631
7036,893.807,1.3631
7037,893.82,1.3631
7038,893.834,1.3631
7039,893.848,1.3631
7040,893.861,1.3631
7041,893.875,1.3631
7042,893.889,1.3631
7043,893.902,1.3631
7044,893.916,1.3631
7045,893.929,1.3631
7046,893.943,1.3631
7047,893.957,1.3631
7048,893.97,1.3631
7049,893.984,1.3631
7050,893.998,1.3631
7051,894.011,1.3631
7052,894.025,1.3631
7053,894.039,1.3631
7054,894.052,1.3631
7055,894.066,1.3631
7056,894.079,1.3631
7057,894.093,1.3631
7058,894.107,1.3631
7059,894.12,1.3631
7060,894.134,1.3631
7061,894.148,1.3631
7062,894.161,1.3631
7063,894.175,1.3631
7064,894.188,1.3631
7065,894.202,1.3631
7066,894.216,1.3631
7067,894.229,1.3631
7068,894.243,1.3631
7069,894.257,1.3631
7070,894.27,1.3631
7071,894.284,1.3631
7072,894.298,1.3631
7073,894.311,1.3631
7074,894.325,1.3631
7075,894.338,1.3631
7076,894.352,1.3631
7077,894.366,1.3631
7078,894.379,1.3631
7079,894.393,1.3631
7080,894.407,1.3631
7081,894.42,1.3631
7082,894.434,1.3631
7083,894.447,1.3631
7084,894.461,1.3631
7085,894.475,1.3631
7086,894.488,1.3631
7087,894.502,1.3631
7088,894.516,1.3631
7089,894.529,1.3631
7090,894.543,1.3631
7091,894.557,1.3631
7092,894.57,1.3631
7093,894.584,1.3631
7094,894.597,1.3631
7095,894.611,1.3631
7096,894.625,1.3631
7097,894.638,1.3631
7098,894.652,1.3631
7099,894.666,1.3631
7100,894.679,1.3631
7101,894.693,1.3631
7102,894.706,1.3631
7103,894.72,1.3631
7104,894.734,1.3631
7105,894.747,1.3631
7106,894.761,1.3631
7107,894.775,1.3631
7108,894.788,1.3631
7109,894.802,1.3631
7110,894.816,1.3631
7111,894.829,1.3631
7112,894.843,1.3631
7113,894.856,1.3631
7114,894.87,1.3631
7115,894.884,1.3631
7116,894.897,1.3631
7117,894.911,1.3631
7118,894.925,1.3631
7119,894.938,1.3631
7120,894.952,1.3631
7121,894.965,1.3631
7122,894.979,1.3631
7123,894.993,1.3631
7124,895.006,1.3631
7125,895.02,1.3631
7126,895.034,1.3631
7127,895.047,1.3631
7128,895.061,1.3631
7129,895.074,1.3631
7130,895.088,1.3631
7131,895.102,1.3631
7132,895.115,1.3631
7133,895.129,1.3631
7134,895.143,1.3631
7135,895.156,1.3631
7136,895.17,1.3631
7137,895.184,1.3631
7138,895.197,1.3631
7139,895.211,1.3631
7140,895.224,1.3631
7141,895.238,1.3631
7142,895.252,1.3631
7143,895.265,1.3631
7144,895.279,1.3631
7145,895.293,1.3631
7146,895.306,1.3631
7147,895.32,1.3631
7148,895.333,1.3631
7149,895.347,1.3631
7150,895.361,1.3631
7151,895.374,1.3631
7152,895.388,1.3631
7153,895.402,1.3631
7154,895.415,1.3631
7155,895.429,1.3631
7156,895.443,1.3631
